text,labels
CS(C)=O.C1CCCCN1.C1CN2CCN1CC2.C(COC)OC.Cl[Ni]Cl.c1cc(Cl)ccc1Cn1c2c(c3c1c(Br)cc(F)c3)CC[C@@H]2CC(O)=O.[Cl-].FC(F)(F)c1cc(-c2c3ccccc3[n+](-c3cc(C(F)(F)F)cc(C(F)(F)F)c3)c3c2cccc3)cc(C(F)(F)F)c1>>c1cc(Cl)ccc1Cn1c2c(c3c1[C@@H](CC(O)=O)CC3)cc(F)cc2N1CCCCC1,0.0
CS(C)=O.C1CCCCN1.C1CN2CCN1CC2.C(COC)OC.Cl[Ni]Cl.F[B-](F)(F)F.c1ccccc1-c1cc(-c2ccccc2)cc(-c2ccccc2)[o+]1.c1ccccc1COC(N1[C@H](C(OC)=O)C[C@@H](OC(=O)N2Cc3cccc(Br)c3C2)C1)=O>>C1CN(c2c3c(ccc2)CN(C(O[C@@H]2C[C@@H](C(OC)=O)N(C(OCc4ccccc4)=O)C2)=O)C3)CCC1,0.0
CS(C)=O.C1CCCCN1.C1CN2CCN1CC2.C(COC)OC.Cl[Ni]Cl.CC1(C)C(c2ccc(S(=O)(=O)C)cc2)=C(Oc2ncc(Br)cc2)C(=O)O1.Oc1c(I)c2c(cc1I)C1(c3c(c(I)c(O)c(I)c3)O2)c2c(c(Cl)c(Cl)c(Cl)c2Cl)C(=O)O1>>CC1(C)C(c2ccc(S(=O)(=O)C)cc2)=C(Oc2ncc(N3CCCCC3)cc2)C(=O)O1,0.19459991
CS(C)=O.C1CCCCN1.C1CN2CCN1CC2.C(COC)OC.Cl[Ni]Cl.FC(F)(F)[C@@]1(C#CC2CC2)OC(=O)Nc2c1cc(Cl)cc2.[Cl-].FC(F)(F)c1cc(-c2c3ccccc3[n+](-c3cc(C(F)(F)F)cc(C(F)(F)F)c3)c3c2cccc3)cc(C(F)(F)F)c1>>FC(F)(F)C1(C#CC2CC2)OC(=O)Nc2ccc(N3CCCCC3)cc21,0.0
CS(C)=O.C1CCCCN1.C1CN2CCN1CC2.C(COC)OC.Cl[Ni]Cl.CC(C)(C)OC(N1CCC2(CC1)c1cc(Cl)c(C)cc1[C@H](C(C)(C)NC(=O)C)C2)=O.F[P-](F)(F)(F)(F)F.CC(C)(C)c1cc(ncc1)-c2cc(ccn2)C(C)(C)C.FC(F)(F)c1cnc(cc1)-c2c(cc(cc2F)F)[Ir]c3c(c(cc(F)c3)F)-c4ncc(C(F)(F)F)cc4>>CC(C)(C)OC(N1CCC2(CC1)c1cc(N3CCCCC3)c(C)cc1[C@H](C(C)(C)NC(=O)C)C2)=O,0.0
CS(C)=O.C1CCCCN1.C1CN2CCN1CC2.C(COC)OC.Cl[Ni]Cl.n1c(C(OCC)=O)c2n(c1)-c1c(cc(Br)cc1)C(=O)N(C)C2.F[B-](F)(F)F.c1ccccc1-c1cc(-c2ccccc2)cc(-c2ccccc2)[o+]1>>C1CCCCN1c1cc2c(cc1)-n1cnc(C(=O)OCC)c1CN(C)C2=O,0.0
CS(C)=O.C1CCCCN1.C1CN2CCN1CC2.C(COC)OC.Cl[Ni]Cl.C([C@@H]1OC(=O)N(c2cc(F)c(I)cc2)C1)n1ccnn1.c1cnc(-c2c(cccc2)[Ir](c3c(cccc3)-c4ccccn4)c5c(cccc5)-c6ccccn6)cc1>>C1CCCCN1c1ccc(N2C[C@H](Cn3ccnn3)OC2=O)cc1F,0.16672424
CS(C)=O.C1CCCCN1.C1CN2CCN1CC2.C(COC)OC.Cl[Ni]Cl.C1CC(=C2c3ncc(Br)cc3CCc3cc(Cl)ccc32)CCN1C(OCC)=O.F[B-](F)(F)F.c1ccccc1-c1cc(-c2ccccc2)cc(-c2ccccc2)[o+]1>>C1CC(=C2c3ncc(N4CCCCC4)cc3CCc3cc(Cl)ccc32)CCN1C(OCC)=O,0.0
CS(C)=O.C1CCCCN1.C1CN2CCN1CC2.C(COC)OC.Cl[Ni]Cl.CC(C)(C)NS(=O)(=O)c1ccccc1-c1ccc(Cn2c(=O)c3c(ccc(I)c3)nc2CCC)cc1.c1c(cc(c(-c2ccccn2)c1F)[Ir](c3cc(cc(c3-c4ccccn4)F)F)c5cc(cc(c5-c6ccccn6)F)F)F>>CC(C)(C)NS(=O)(=O)c1ccccc1-c1ccc(Cn2c(=O)c3c(ccc(N4CCCCC4)c3)nc2CCC)cc1,0.34296757
CS(C)=O.C1CCCCN1.C1CN2CCN1CC2.C(COC)OC.Cl[Ni]Cl.c1cc(COC(=O)N2CCC[C@@H]2C(c2c[nH]c3ccc(Br)cc23)=O)ccc1.F[B-](F)(F)F.c1ccccc1-c1cc(-c2ccccc2)cc(-c2ccccc2)[o+]1>>c1cc(COC(=O)N2CCC[C@@H]2C(c2c[nH]c3ccc(N4CCCCC4)cc23)=O)ccc1,0.0
CS(C)=O.C1CCCCN1.C1CN2CCN1CC2.C(COC)OC.Cl[Ni]Cl.[nH]1c2c3n(c(=O)c1=O)C(CC(=O)OC)CCc3cc(Br)c2.c1c(cc(c(-c2ccccn2)c1F)[Ir](c3cc(cc(c3-c4ccccn4)F)F)c5cc(cc(c5-c6ccccn6)F)F)F>>C1CN(c2cc3c4n(c(=O)c(=O)[nH]c4c2)C(CC(OC)=O)CC3)CCC1,0.0
CS(C)=O.C1CCCCN1.C1CN2CCN1CC2.C(COC)OC.Cl[Ni]Cl.CC(C)(C)OC(N1[C@H](C(OC)=O)C[C@@H](OC(N2Cc3c(Br)ccc(F)c3C2)=O)C1)=O.Oc1c(I)c2c(cc1I)C1(c3c(c(I)c(O)c(I)c3)O2)c2c(c(Cl)c(Cl)c(Cl)c2Cl)C(=O)O1>>CC(C)(C)OC(N1[C@H](C(OC)=O)C[C@@H](OC(N2Cc3c(F)ccc(N4CCCCC4)c3C2)=O)C1)=O,0.0
CS(C)=O.C1CCCCN1.C1CN2CCN1CC2.C(COC)OC.Cl[Ni]Cl.CC(C)(C)OC(N=C1N(C)C(=O)C[C@](c2scc(Br)c2)(C)N1)=O.c1cnc(-c2c(cccc2)[Ir](c3c(cccc3)-c4ccccn4)c5c(cccc5)-c6ccccn6)cc1>>CC(C)(C)OC(=O)N=C1N(C)C(=O)C[C@](c2cc(N3CCCCC3)cs2)(C)N1,0.03574287
CS(C)=O.C1CCCCN1.C1CN2CCN1CC2.C(COC)OC.Cl[Ni]Cl.c1cc(F)ccc1CNC(=O)c1nc(Br)c2c(nccc2)c1O.c1(O)ccc2c(c1)Oc1c(ccc(O)c1)C21c2c(cccc2)C(=O)O1>>c1cc(F)ccc1CNC(=O)c1c(O)c2c(cccn2)c(N2CCCCC2)n1,0.012382253
CS(C)=O.C1CCCCN1.C1CN2CCN1CC2.C(COC)OC.Cl[Ni]Cl.[nH]1c2c3n(c(=O)c1=O)C(CC(=O)OC)CCc3cc(Br)c2.F[P-](F)(F)(F)(F)F.CC(C)(C)c1cc(ncc1)-c2cc(ccn2)C(C)(C)C.n1c(-c2ccccc2[Ir]c3c(-c4ncccc4)cccc3)cccc1>>C1CN(c2cc3c4n(c(=O)c(=O)[nH]c4c2)C(CC(OC)=O)CC3)CCC1,0.0
CS(C)=O.C1CCCCN1.C1CN2CCN1CC2.C(COC)OC.Cl[Ni]Cl.c1cc(C#N)c2ccccc2c1C#N.FC(F)(F)[C@@]1(C#CC2CC2)OC(=O)Nc2c1cc(Cl)cc2>>FC(F)(F)C1(C#CC2CC2)OC(=O)Nc2ccc(N3CCCCC3)cc21,0.0
CS(C)=O.C1CCCCN1.C1CN2CCN1CC2.C(COC)OC.Cl[Ni]Cl.CC(C)(C)OC(N1[C@H](C(OC)=O)C[C@@H](OC(N2Cc3c(Br)ccc(F)c3C2)=O)C1)=O.c1cnc(-c2c(cccc2)[Ir](c3c(cccc3)-c4ccccn4)c5c(cccc5)-c6ccccn6)cc1>>CC(C)(C)OC(N1[C@H](C(OC)=O)C[C@@H](OC(N2Cc3c(F)ccc(N4CCCCC4)c3C2)=O)C1)=O,0.29569353
CS(C)=O.C1CCCCN1.C1CN2CCN1CC2.C(COC)OC.Cl[Ni]Cl.c1cc(COC(=O)N2CCC[C@@H]2C(c2c[nH]c3ccc(Br)cc23)=O)ccc1.[Ru].F[P-](F)(F)(F)(F)F.F[P-](F)(F)(F)(F)F.c1cccc(-c2ccccn2)n1.c1cccc(-c2ccccn2)n1.c1cccc(-c2ccccn2)n1>>c1cc(COC(=O)N2CCC[C@@H]2C(c2c[nH]c3ccc(N4CCCCC4)cc23)=O)ccc1,0.045516214
CS(C)=O.C1CCCCN1.C1CN2CCN1CC2.C(COC)OC.Cl[Ni]Cl.c1(C)cc(C#N)cc(C)c1Oc1c(Br)c(N)nc(Nc2ccc(C#N)cc2)n1.c1c(cc(c(-c2ccccn2)c1F)[Ir](c3cc(cc(c3-c4ccccn4)F)F)c5cc(cc(c5-c6ccccn6)F)F)F>>c1(C)cc(C#N)cc(C)c1Oc1nc(Nc2ccc(C#N)cc2)nc(N)c1N1CCCCC1,0.0500448369999999
CS(C)=O.C1CCCCN1.C1CN2CCN1CC2.C(COC)OC.Cl[Ni]Cl.[nH]1c2c3n(c(=O)c1=O)C(CC(=O)OC)CCc3cc(Br)c2.Oc1c(I)c2c(cc1I)C1(c3c(c(I)c(O)c(I)c3)O2)c2c(c(Cl)c(Cl)c(Cl)c2Cl)C(=O)O1>>C1CN(c2cc3c4n(c(=O)c(=O)[nH]c4c2)C(CC(OC)=O)CC3)CCC1,0.0
CS(C)=O.C1CCCCN1.C1CN2CCN1CC2.C(COC)OC.Cl[Ni]Cl.CC1(C)C(c2ccc(S(=O)(=O)C)cc2)=C(Oc2ncc(Br)cc2)C(=O)O1.F[B-](F)(F)F.c1ccccc1-c1cc(-c2ccccc2)cc(-c2ccccc2)[o+]1>>CC1(C)C(c2ccc(S(=O)(=O)C)cc2)=C(Oc2ncc(N3CCCCC3)cc2)C(=O)O1,0.18506962
CS(C)=O.C1CCCCN1.C1CN2CCN1CC2.C(COC)OC.Cl[Ni]Cl.C([C@@H]1OC(=O)N(c2cc(F)c(I)cc2)C1)n1ccnn1.F[B-](F)(F)F.c1ccccc1-c1cc(-c2ccccc2)cc(-c2ccccc2)[o+]1>>C1CCCCN1c1ccc(N2C[C@H](Cn3ccnn3)OC2=O)cc1F,0.038420334
CS(C)=O.C1CCCCN1.C1CN2CCN1CC2.C(COC)OC.Cl[Ni]Cl.C1CC(=C2c3ncc(Br)cc3CCc3cc(Cl)ccc32)CCN1C(OCC)=O.c1cnc(-c2c(cccc2)[Ir](c3c(cccc3)-c4ccccn4)c5c(cccc5)-c6ccccn6)cc1>>C1CC(=C2c3ncc(N4CCCCC4)cc3CCc3cc(Cl)ccc32)CCN1C(OCC)=O,0.0
CS(C)=O.C1CCCCN1.C1CN2CCN1CC2.C(COC)OC.Cl[Ni]Cl.c1ccccc1N1C2C=CC=CC2Sc2ccccc21.c1cc(F)ccc1CNC(=O)c1nc(Br)c2c(nccc2)c1O>>c1cc(F)ccc1CNC(=O)c1c(O)c2c(cccn2)c(N2CCCCC2)n1,0.031841002
CS(C)=O.C1CCCCN1.C1CN2CCN1CC2.C(COC)OC.Cl[Ni]Cl.C1CC(Oc2cc(F)ccc2Br)CCN1c1cc(-c2nn(CC(=O)O)nn2)on1.[Cl-].FC(F)(F)c1cc(-c2c3ccccc3[n+](-c3cc(C(F)(F)F)cc(C(F)(F)F)c3)c3c2cccc3)cc(C(F)(F)F)c1>>C1CN(c2c(OC3CCN(c4cc(-c5nn(CC(=O)O)nn5)on4)CC3)cc(F)cc2)CCC1,0.0
CS(C)=O.C1CCCCN1.C1CN2CCN1CC2.C(COC)OC.Cl[Ni]Cl.C1CC(=C2c3ncc(Br)cc3CCc3cc(Cl)ccc32)CCN1C(OCC)=O.[Ru].F[P-](F)(F)(F)(F)F.F[P-](F)(F)(F)(F)F.c1cccc(-c2ccccn2)n1.c1cccc(-c2ccccn2)n1.c1cccc(-c2ccccn2)n1>>C1CC(=C2c3ncc(N4CCCCC4)cc3CCc3cc(Cl)ccc32)CCN1C(OCC)=O,0.02803024
CS(C)=O.C1CCCCN1.C1CN2CCN1CC2.C(COC)OC.Cl[Ni]Cl.n1c(C(OCC)=O)c2n(c1)-c1c(cc(Br)cc1)C(=O)N(C)C2.[Cl-].FC(F)(F)c1cc(-c2c3ccccc3[n+](-c3cc(C(F)(F)F)cc(C(F)(F)F)c3)c3c2cccc3)cc(C(F)(F)F)c1>>C1CCCCN1c1cc2c(cc1)-n1cnc(C(=O)OCC)c1CN(C)C2=O,0.0
CS(C)=O.C1CCCCN1.C1CN2CCN1CC2.C(COC)OC.Cl[Ni]Cl.c1ccccc1N1C2C=CC=CC2Sc2ccccc21.c1(C)cc(C#N)cc(C)c1Oc1c(Br)c(N)nc(Nc2ccc(C#N)cc2)n1>>c1(C)cc(C#N)cc(C)c1Oc1nc(Nc2ccc(C#N)cc2)nc(N)c1N1CCCCC1,0.034639335
CS(C)=O.C1CCCCN1.C1CN2CCN1CC2.C(COC)OC.Cl[Ni]Cl.c1ccccc1N1C2C=CC=CC2Sc2ccccc21.CC1(C)C(c2ccc(S(=O)(=O)C)cc2)=C(Oc2ncc(Br)cc2)C(=O)O1>>CC1(C)C(c2ccc(S(=O)(=O)C)cc2)=C(Oc2ncc(N3CCCCC3)cc2)C(=O)O1,0.33052776
CS(C)=O.C1CCCCN1.C1CN2CCN1CC2.C(COC)OC.Cl[Ni]Cl.CC(C)(C)OC(N1CCC2(CC1)c1cc(Cl)c(C)cc1[C@H](C(C)(C)NC(=O)C)C2)=O.[Cl-].FC(F)(F)c1cc(-c2c3ccccc3[n+](-c3cc(C(F)(F)F)cc(C(F)(F)F)c3)c3c2cccc3)cc(C(F)(F)F)c1>>CC(C)(C)OC(N1CCC2(CC1)c1cc(N3CCCCC3)c(C)cc1[C@H](C(C)(C)NC(=O)C)C2)=O,0.0
CS(C)=O.C1CCCCN1.C1CN2CCN1CC2.C(COC)OC.Cl[Ni]Cl.CC(C)(C)OC(N1CCC2(CC1)c1cc(Cl)c(C)cc1[C@H](C(C)(C)NC(=O)C)C2)=O.c1cnc(-c2c(cccc2)[Ir](c3c(cccc3)-c4ccccn4)c5c(cccc5)-c6ccccn6)cc1>>CC(C)(C)OC(N1CCC2(CC1)c1cc(N3CCCCC3)c(C)cc1[C@H](C(C)(C)NC(=O)C)C2)=O,0.0
CS(C)=O.C1CCCCN1.C1CN2CCN1CC2.C(COC)OC.Cl[Ni]Cl.c1cc(COC(=O)N2CCC[C@@H]2C(c2c[nH]c3ccc(Br)cc23)=O)ccc1.[Cl-].FC(F)(F)c1cc(-c2c3ccccc3[n+](-c3cc(C(F)(F)F)cc(C(F)(F)F)c3)c3c2cccc3)cc(C(F)(F)F)c1>>c1cc(COC(=O)N2CCC[C@@H]2C(c2c[nH]c3ccc(N4CCCCC4)cc23)=O)ccc1,0.0
CS(C)=O.C1CCCCN1.C1CN2CCN1CC2.C(COC)OC.Cl[Ni]Cl.C1CC(=C2c3ncc(Br)cc3CCc3cc(Cl)ccc32)CCN1C(OCC)=O.F[P-](F)(F)(F)(F)F.CC(C)(C)c1cc(ncc1)-c2cc(ccn2)C(C)(C)C.FC(F)(F)c1cnc(cc1)-c2c(cc(cc2F)F)[Ir]c3c(c(cc(F)c3)F)-c4ncc(C(F)(F)F)cc4>>C1CC(=C2c3ncc(N4CCCCC4)cc3CCc3cc(Cl)ccc32)CCN1C(OCC)=O,0.068324256
CS(C)=O.C1CCCCN1.C1CN2CCN1CC2.C(COC)OC.Cl[Ni]Cl.F[B-](F)(F)F.c1ccccc1-c1cc(-c2ccccc2)cc(-c2ccccc2)[o+]1.CC(C)(C)OC(N1[C@H](C(OC)=O)C[C@@H](OC(N2Cc3c(Br)ccc(F)c3C2)=O)C1)=O>>CC(C)(C)OC(N1[C@H](C(OC)=O)C[C@@H](OC(N2Cc3c(F)ccc(N4CCCCC4)c3C2)=O)C1)=O,0.0
CS(C)=O.C1CCCCN1.C1CN2CCN1CC2.C(COC)OC.Cl[Ni]Cl.c1cc(F)ccc1CNC(=O)c1nc(Br)c2c(nccc2)c1O.F[P-](F)(F)(F)(F)F.CC(C)(C)c1cc(ncc1)-c2cc(ccn2)C(C)(C)C.FC(F)(F)c1cnc(cc1)-c2c(cc(cc2F)F)[Ir]c3c(c(cc(F)c3)F)-c4ncc(C(F)(F)F)cc4>>c1cc(F)ccc1CNC(=O)c1c(O)c2c(cccn2)c(N2CCCCC2)n1,0.0
CS(C)=O.C1CCCCN1.C1CN2CCN1CC2.C(COC)OC.Cl[Ni]Cl.c1cc(C#N)c2ccccc2c1C#N.CC(C)(C)OC(N1[C@H](C(OC)=O)C[C@@H](OC(N2Cc3c(Br)ccc(F)c3C2)=O)C1)=O>>CC(C)(C)OC(N1[C@H](C(OC)=O)C[C@@H](OC(N2Cc3c(F)ccc(N4CCCCC4)c3C2)=O)C1)=O,0.0
CS(C)=O.C1CCCCN1.C1CN2CCN1CC2.C(COC)OC.Cl[Ni]Cl.CC(C)(C)Sc1c(CC(C)(C)C(=O)OC)n(Cc2ccc(Cl)cc2)c2c1cc(OCc1ccc3c(cccc3)n1)cc2.F[P-](F)(F)(F)(F)F.CC(C)(C)c1cc(ncc1)-c2cc(ccn2)C(C)(C)C.n1c(-c2ccccc2[Ir]c3c(-c4ncccc4)cccc3)cccc1>>CC(C)(C)Sc1c(CC(C)(C)C(=O)OC)n(Cc2ccc(N3CCCCC3)cc2)c2c1cc(OCc1ccc3c(cccc3)n1)cc2,0.0503185799999999
CS(C)=O.C1CCCCN1.C1CN2CCN1CC2.C(COC)OC.Cl[Ni]Cl.c1cc(COC(=O)N2CCC[C@@H]2C(c2c[nH]c3ccc(Br)cc23)=O)ccc1.[Ru].F[P-](F)(F)(F)(F)F.F[P-](F)(F)(F)(F)F.c1cccc(-c2ccccn2)n1.c1cccc(-c2ccccn2)n1.c1cccc(-c2ccccn2)n1>>c1cc(COC(=O)N2CCC[C@@H]2C(c2c[nH]c3ccc(N4CCCCC4)cc23)=O)ccc1,0.009803308
CS(C)=O.C1CCCCN1.C1CN2CCN1CC2.C(COC)OC.Cl[Ni]Cl.c1cc(COC(=O)N2CCC[C@@H]2C(c2c[nH]c3ccc(Br)cc23)=O)ccc1.c1c(cc(c(-c2ccccn2)c1F)[Ir](c3cc(cc(c3-c4ccccn4)F)F)c5cc(cc(c5-c6ccccn6)F)F)F>>c1cc(COC(=O)N2CCC[C@@H]2C(c2c[nH]c3ccc(N4CCCCC4)cc23)=O)ccc1,0.26861912
CS(C)=O.C1CCCCN1.C1CN2CCN1CC2.C(COC)OC.Cl[Ni]Cl.c1(O)ccc2c(c1)Oc1c(ccc(O)c1)C21c2c(cccc2)C(=O)O1.c1ccccc1COC(N1[C@H](C(OC)=O)C[C@@H](OC(=O)N2Cc3cccc(Br)c3C2)C1)=O>>C1CN(c2c3c(ccc2)CN(C(O[C@@H]2C[C@@H](C(OC)=O)N(C(OCc4ccccc4)=O)C2)=O)C3)CCC1,0.0
CS(C)=O.C1CCCCN1.C1CN2CCN1CC2.C(COC)OC.Cl[Ni]Cl.CC1(C)C(c2ccc(S(=O)(=O)C)cc2)=C(Oc2ncc(Br)cc2)C(=O)O1.F[P-](F)(F)(F)(F)F.CC(C)(C)c1cc(ncc1)-c2cc(ccn2)C(C)(C)C.n1c(-c2ccccc2[Ir]c3c(-c4ncccc4)cccc3)cccc1>>CC1(C)C(c2ccc(S(=O)(=O)C)cc2)=C(Oc2ncc(N3CCCCC3)cc2)C(=O)O1,0.2910349
CS(C)=O.C1CCCCN1.C1CN2CCN1CC2.C(COC)OC.Cl[Ni]Cl.CC(C)(C)OC(N=C1N(C)C(=O)C[C@](c2scc(Br)c2)(C)N1)=O.F[B-](F)(F)F.c1ccccc1-c1cc(-c2ccccc2)cc(-c2ccccc2)[o+]1>>CC(C)(C)OC(=O)N=C1N(C)C(=O)C[C@](c2cc(N3CCCCC3)cs2)(C)N1,0.0
CS(C)=O.C1CCCCN1.C1CN2CCN1CC2.C(COC)OC.Cl[Ni]Cl.c1cc(C#N)c2ccccc2c1C#N.FC(F)(F)[C@@]1(C#CC2CC2)OC(=O)Nc2c1cc(Cl)cc2>>FC(F)(F)C1(C#CC2CC2)OC(=O)Nc2ccc(N3CCCCC3)cc21,0.0
CS(C)=O.C1CCCCN1.C1CN2CCN1CC2.C(COC)OC.Cl[Ni]Cl.C([C@@H]1OC(=O)N(c2cc(F)c(I)cc2)C1)n1ccnn1.F[P-](F)(F)(F)(F)F.CC(C)(C)c1cc(ncc1)-c2cc(ccn2)C(C)(C)C.n1c(-c2ccccc2[Ir]c3c(-c4ncccc4)cccc3)cccc1>>C1CCCCN1c1ccc(N2C[C@H](Cn3ccnn3)OC2=O)cc1F,0.6504809
CS(C)=O.C1CCCCN1.C1CN2CCN1CC2.C(COC)OC.Cl[Ni]Cl.c1cc(Cl)ccc1Cn1c2c(c3c1c(Br)cc(F)c3)CC[C@@H]2CC(O)=O.[Ru].F[P-](F)(F)(F)(F)F.F[P-](F)(F)(F)(F)F.c1cccc(-c2ccccn2)n1.c1cccc(-c2ccccn2)n1.c1cccc(-c2ccccn2)n1>>c1cc(Cl)ccc1Cn1c2c(c3c1[C@@H](CC(O)=O)CC3)cc(F)cc2N1CCCCC1,0.0
CS(C)=O.C1CCCCN1.C1CN2CCN1CC2.C(COC)OC.Cl[Ni]Cl.c1(O)ccc2c(c1)Oc1c(ccc(O)c1)C21c2c(cccc2)C(=O)O1.CC1(C)C(c2ccc(S(=O)(=O)C)cc2)=C(Oc2ncc(Br)cc2)C(=O)O1>>CC1(C)C(c2ccc(S(=O)(=O)C)cc2)=C(Oc2ncc(N3CCCCC3)cc2)C(=O)O1,0.30530073
CS(C)=O.C1CCCCN1.C1CN2CCN1CC2.C(COC)OC.Cl[Ni]Cl.c1cc(F)ccc1CNC(=O)c1nc(Br)c2c(nccc2)c1O.c1c(cc(c(-c2ccccn2)c1F)[Ir](c3cc(cc(c3-c4ccccn4)F)F)c5cc(cc(c5-c6ccccn6)F)F)F>>c1cc(F)ccc1CNC(=O)c1c(O)c2c(cccn2)c(N2CCCCC2)n1,0.026837535
CS(C)=O.C1CCCCN1.C1CN2CCN1CC2.C(COC)OC.Cl[Ni]Cl.c1cc(COC(=O)N2CCC[C@@H]2C(c2c[nH]c3ccc(Br)cc23)=O)ccc1.[Ru].F[P-](F)(F)(F)(F)F.F[P-](F)(F)(F)(F)F.c1cccc(-c2ccccn2)n1.c1cccc(-c2ccccn2)n1.c1cccc(-c2ccccn2)n1>>c1cc(COC(=O)N2CCC[C@@H]2C(c2c[nH]c3ccc(N4CCCCC4)cc23)=O)ccc1,0.18789711
CS(C)=O.C1CCCCN1.C1CN2CCN1CC2.C(COC)OC.Cl[Ni]Cl.c1cc(C#N)c2ccccc2c1C#N.n1c(C(OCC)=O)c2n(c1)-c1c(cc(Br)cc1)C(=O)N(C)C2>>C1CCCCN1c1cc2c(cc1)-n1cnc(C(=O)OCC)c1CN(C)C2=O,0.0
CS(C)=O.C1CCCCN1.C1CN2CCN1CC2.C(COC)OC.Cl[Ni]Cl.CC1(C)C(c2ccc(S(=O)(=O)C)cc2)=C(Oc2ncc(Br)cc2)C(=O)O1.c1c(cc(c(-c2ccccn2)c1F)[Ir](c3cc(cc(c3-c4ccccn4)F)F)c5cc(cc(c5-c6ccccn6)F)F)F>>CC1(C)C(c2ccc(S(=O)(=O)C)cc2)=C(Oc2ncc(N3CCCCC3)cc2)C(=O)O1,0.038512866
CS(C)=O.C1CCCCN1.C1CN2CCN1CC2.C(COC)OC.Cl[Ni]Cl.CC(C)(C)OC(N=C1N(C)C(=O)C[C@](c2scc(Br)c2)(C)N1)=O.[Cl-].FC(F)(F)c1cc(-c2c3ccccc3[n+](-c3cc(C(F)(F)F)cc(C(F)(F)F)c3)c3c2cccc3)cc(C(F)(F)F)c1>>CC(C)(C)OC(=O)N=C1N(C)C(=O)C[C@](c2cc(N3CCCCC3)cs2)(C)N1,0.0508339639999999
CS(C)=O.C1CCCCN1.C1CN2CCN1CC2.C(COC)OC.Cl[Ni]Cl.FC(F)(F)[C@@]1(C#CC2CC2)OC(=O)Nc2c1cc(Cl)cc2.Oc1c(I)c2c(cc1I)C1(c3c(c(I)c(O)c(I)c3)O2)c2c(c(Cl)c(Cl)c(Cl)c2Cl)C(=O)O1>>FC(F)(F)C1(C#CC2CC2)OC(=O)Nc2ccc(N3CCCCC3)cc21,0.0
CS(C)=O.C1CCCCN1.C1CN2CCN1CC2.C(COC)OC.Cl[Ni]Cl.CC(C)(C)OC(N=C1N(C)C(=O)C[C@](c2scc(Br)c2)(C)N1)=O.F[P-](F)(F)(F)(F)F.CC(C)(C)c1cc(ncc1)-c2cc(ccn2)C(C)(C)C.n1c(-c2ccccc2[Ir]c3c(-c4ncccc4)cccc3)cccc1>>CC(C)(C)OC(=O)N=C1N(C)C(=O)C[C@](c2cc(N3CCCCC3)cs2)(C)N1,0.7006848999999999
CS(C)=O.C1CCCCN1.C1CN2CCN1CC2.C(COC)OC.Cl[Ni]Cl.C1CC(=C2c3ncc(Br)cc3CCc3cc(Cl)ccc32)CCN1C(OCC)=O.[Cl-].FC(F)(F)c1cc(-c2c3ccccc3[n+](-c3cc(C(F)(F)F)cc(C(F)(F)F)c3)c3c2cccc3)cc(C(F)(F)F)c1>>C1CC(=C2c3ncc(N4CCCCC4)cc3CCc3cc(Cl)ccc32)CCN1C(OCC)=O,0.0
CS(C)=O.C1CCCCN1.C1CN2CCN1CC2.C(COC)OC.Cl[Ni]Cl.CC(C)(C)NS(=O)(=O)c1ccccc1-c1ccc(Cn2c(=O)c3c(ccc(I)c3)nc2CCC)cc1.[Ru].F[P-](F)(F)(F)(F)F.F[P-](F)(F)(F)(F)F.c1cccc(-c2ccccn2)n1.c1cccc(-c2ccccn2)n1.c1cccc(-c2ccccn2)n1>>CC(C)(C)NS(=O)(=O)c1ccccc1-c1ccc(Cn2c(=O)c3c(ccc(N4CCCCC4)c3)nc2CCC)cc1,0.6578053
CS(C)=O.C1CCCCN1.C1CN2CCN1CC2.C(COC)OC.Cl[Ni]Cl.CC(C)(C)OC(N=C1N(C)C(=O)C[C@](c2scc(Br)c2)(C)N1)=O.F[B-](F)(F)F.c1ccccc1-c1cc(-c2ccccc2)cc(-c2ccccc2)[o+]1>>CC(C)(C)OC(=O)N=C1N(C)C(=O)C[C@](c2cc(N3CCCCC3)cs2)(C)N1,0.0
CS(C)=O.C1CCCCN1.C1CN2CCN1CC2.C(COC)OC.Cl[Ni]Cl.c1ccccc1N1C2C=CC=CC2Sc2ccccc21.C1CC(=C2c3ncc(Br)cc3CCc3cc(Cl)ccc32)CCN1C(OCC)=O>>C1CC(=C2c3ncc(N4CCCCC4)cc3CCc3cc(Cl)ccc32)CCN1C(OCC)=O,0.0
CS(C)=O.C1CCCCN1.C1CN2CCN1CC2.C(COC)OC.Cl[Ni]Cl.CC(C)(C)OC(N=C1N(C)C(=O)C[C@](c2scc(Br)c2)(C)N1)=O.c1c(cc(c(-c2ccccn2)c1F)[Ir](c3cc(cc(c3-c4ccccn4)F)F)c5cc(cc(c5-c6ccccn6)F)F)F>>CC(C)(C)OC(=O)N=C1N(C)C(=O)C[C@](c2cc(N3CCCCC3)cs2)(C)N1,0.472543
CS(C)=O.C1CCCCN1.C1CN2CCN1CC2.C(COC)OC.Cl[Ni]Cl.c1ccccc1N1C2C=CC=CC2Sc2ccccc21.n1c(C(OCC)=O)c2n(c1)-c1c(cc(Br)cc1)C(=O)N(C)C2>>C1CCCCN1c1cc2c(cc1)-n1cnc(C(=O)OCC)c1CN(C)C2=O,0.0
